Year,Variables,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2017,Cocoa Beans (In Million US$),319.35,218.42,276.74,276.85,214.06,113.41,36.76,14.77,8.64,15.45,151.83,257.20
2017,Gold (In Million US$),608.57,563.57,589.47,437.50,468.89,357.43,432.63,446.49,468.60,464.04,480.85,468.11
2017,Timber Products (In Million US$),18.81,12.54,10.71,10.35,14.72,22.67,13.34,17.52,17.58,23.67,27.00,26.05
2017,Crude oil (In Million US$),161.16,217.67,253.70,212.77,188.05,209.19,184.97,304.14,271.33,311.23,421.37,379.54
2017,Other Exports  (In Million US$),198.22,215.93,289.49,214.68,261.21,242.07,228.62,246.70,197.17,236.70,260.27,224.22
2017,Merchandise Imports (f.o.b) (In Million US$),1059.70,975.76,1006.29,900.82,1039.81,1087.11,981.12,1207.86,1051.20,1098.09,1109.59,1130.01
2017,Non-Oil (In Million US$),871.93,754.67,846.48,708.97,881.18,936.69,842.35,1022.36,907.05,960.25,982.11,941.16
2017,Oil & Gas (In Million US$),187.76,221.09,159.81,191.84,158.63,150.42,138.78,185.50,144.15,137.84,127.48,188.85
2017,Trade Balance (In Million US$),246.42,252.36,413.84,251.34,107.13,-142.34,-84.80,-178.24,-87.88,-47.01,231.74,225.11
2016,Merchandise Exports (f.o.b) (In Million US$),877.07,881.79,857.70,748.95,878.69,894.96,874.64,995.82,1001.19,888.67,1026.10,1212.79
2016,Cocoa Beans (In Million US$),325.04,248.95,228.98,161.39,148.60,87.55,78.51,21.93,0.72,16.50,272.75,332.38
2016,Gold (In Million US$),262.19,269.79,390.02,335.40,388.78,410.90,470.36,519.34,667.15,386.01,371.82,447.70
2016,Timber Products (In Million US$),17.52,19.17,19.06,30.74,21.19,21.68,23.14,23.83,23.19,20.34,14.91,20.95
2016,Crude oil (In Million US$),92.07,120.24,0.00,0.00,48.10,147.85,89.91,184.84,89.82,222.95,140.68,208.75
2016,Other Exports  (In Million US$),180.24,223.62,219.63,221.43,272.01,226.98,212.72,245.88,220.30,242.87,225.94,203.02
2016,Merchandise Imports (f.o.b) (In Million US$),1124.93,1031.20,1136.44,1008.60,1178.40,1059.77,1152.93,1160.91,974.31,1080.14,1021.73,990.74
2016,Non-Oil (In Million US$),983.38,899.33,992.99,865.79,989.18,906.41,958.32,1008.11,791.44,935.53,887.93,866.81
2016,Oil & Gas (In Million US$),141.55,131.87,143.45,142.81,189.22,153.36,194.61,152.80,182.87,144.61,133.80,123.94
2016,Trade Balance (In Million US$),-247.86,-149.42,-278.74,-259.65,-299.72,-164.81,-278.29,-165.10,26.88,-191.48,4.37,222.05
2015,Merchandise Exports (f.o.b) (In Million US$),1044.72,971.80,865.96,1010.16,830.65,873.77,727.21,777.80,696.32,731.88,922.57,868.48
2015,Cocoa Beans (In Million US$),301.83,257.85,238.19,179.08,109.65,74.89,93.25,49.75,49.65,55.26,291.39,270.14
2015,Gold (In Million US$),347.16,283.51,187.06,306.82,236.25,292.66,269.99,263.40,295.23,267.81,238.00,224.71
2015,Timber Products (In Million US$),15.92,15.31,17.76,17.76,15.32,17.46,19.10,16.95,15.79,18.91,15.99,22.65
2015,Crude oil (In Million US$),145.98,150.45,148.70,242.18,181.07,227.87,102.12,181.69,134.23,138.49,171.27,107.23
2015,Other Exports  (In Million US$),233.84,264.68,274.25,264.33,288.36,260.91,242.74,266.01,201.41,251.41,205.93,243.75
2015,Merchandise Imports (f.o.b) (In Million US$),1170.43,1011.75,1084.92,1168.25,1062.84,1040.69,1158.79,1182.62,1085.87,1396.88,1044.79,1057.33
2015,Non-Oil (In Million US$),1019.60,877.51,908.18,972.00,837.52,866.33,971.29,965.39,952.47,1212.20,903.96,932.00
2015,Oil & Gas (In Million US$),150.83,134.24,176.74,196.25,225.32,174.36,187.50,217.23,133.40,184.68,140.83,125.33
2015,Trade Balance (In Million US$),-125.70,-39.95,-218.96,-158.08,-232.19,-166.92,-431.58,-404.82,-389.55,-665.00,-122.22,-188.85
2014,Merchandise Exports (f.o.b) (In Million US$),1114.61,1186.48,1282.35,1138.46,1141.46,1224.58,1005.92,956.83,1011.45,987.48,1079.80,1087.35
2014,Cocoa Beans (In Million US$),194.65,237.98,271.11,162.53,191.10,152.33,85.86,48.16,44.83,25.35,136.57,298.37
2014,Gold (In Million US$),368.83,361.72,432.32,373.24,345.79,346.23,372.24,370.77,398.17,359.44,312.98,346.33
2014,Timber Products (In Million US$),9.58,9.77,11.50,15.60,17.77,16.84,16.74,16.37,18.37,16.59,16.62,19.29
2014,Crude oil (In Million US$),315.46,327.34,310.92,315.26,320.69,433.95,307.56,305.56,288.97,322.45,309.10,167.69
2014,Other Exports  (In Million US$),226.09,249.68,256.50,271.83,266.11,275.23,223.52,215.97,261.11,263.65,304.53,255.67
2014,Merchandise Imports (f.o.b) (In Million US$),1346.51,1312.91,1139.23,1233.98,1142.42,1164.95,1094.01,1160.47,1179.18,1397.99,1188.66,1239.89
2014,Non-Oil (In Million US$),1073.15,923.92,815.27,908.85,900.42,908.64,856.51,832.64,851.77,931.25,932.54,971.28
2014,Oil & Gas (In Million US$),273.36,388.99,323.96,325.13,242.00,256.31,237.50,327.83,327.41,466.73,256.12,268.60
2014,Trade Balance (In Million US$),-231.90,-126.43,143.12,-95.52,-0.97,59.63,-88.09,-203.64,-167.73,-410.51,-108.86,-152.53
2013,Merchandise Exports (f.o.b) (In Million US$),1405.64,1163.32,1350.20,1163.33,1261.78,1079.28,1058.59,950.77,922.29,973.91,1199.49,1223.32
2013,Cocoa Beans (In Million US$),221.85,183.99,215.10,192.33,192.77,110.88,64.09,40.83,20.28,32.32,88.11,249.50
2013,Gold (In Million US$),575.52,422.92,463.62,364.09,505.86,365.88,417.03,299.80,294.15,435.51,437.46,383.87
2013,Timber Products (In Million US$),12.26,12.74,14.36,14.77,13.13,14.63,13.94,13.73,14.40,13.91,13.85,14.05
2013,Crude oil (In Million US$),336.22,340.67,432.04,290.95,300.88,304.70,312.05,333.07,326.90,208.54,394.46,304.84
2013,Other Exports  (In Million US$),259.79,203.00,225.08,301.19,249.14,283.19,251.48,263.34,266.56,283.64,265.60,271.05
2013,Merchandise Imports (f.o.b) (In Million US$),1438.01,1363.59,1437.03,1592.18,1504.98,1417.89,1402.93,1507.03,1407.99,1706.98,1453.75,1368.01
2013,Non-Oil (In Million US$),1174.79,1010.16,1074.86,1283.53,1212.56,1126.73,1223.55,1162.62,1192.51,1381.73,1131.34,1075.54
2013,Oil & Gas (In Million US$),263.22,353.43,362.17,308.66,292.41,291.16,179.38,344.41,215.48,325.24,322.41,292.47
2013,Trade Balance (In Million US$),-32.37,-200.27,-86.83,-428.85,-243.20,-338.60,-344.34,-556.27,-485.69,-733.06,-254.26,-144.69
2012,Merchandise Exports (f.o.b) (In Million US$),1319.47,1359.28,1439.35,1178.57,1213.37,1022.90,828.74,1009.04,864.83,1104.77,1076.95,1135.07
2012,Cocoa Beans (In Million US$),302.84,361.62,327.63,262.09,213.36,158.37,121.42,83.49,36.24,53.01,119.69,152.93
2012,Gold (In Million US$),647.76,542.64,575.71,447.18,562.86,405.30,312.35,412.22,376.28,434.94,505.03,421.00
2012,Timber Products (In Million US$),8.26,10.39,10.53,9.46,10.94,10.55,10.06,10.97,9.71,12.51,14.52,13.12
2012,Crude oil (In Million US$),217.90,234.21,248.02,248.42,232.90,176.35,199.87,319.00,221.85,344.18,211.93,321.44
2012,Other Exports  (In Million US$),142.71,210.42,277.46,211.42,193.31,272.33,185.05,183.36,220.75,260.13,225.78,226.58
2012,Merchandise Imports (f.o.b) (In Million US$),1268.08,1350.98,1499.01,1545.96,1699.54,1501.67,1523.80,1531.57,1285.30,1564.78,1461.87,1519.90
2012,Non-Oil (In Million US$),1046.82,1122.45,1315.36,1026.66,1357.24,1218.42,1272.90,1199.55,1104.37,1209.95,1279.74,1268.22
2012,Oil & Gas (In Million US$),221.26,228.53,183.65,519.30,342.30,283.25,250.91,332.02,180.93,354.83,182.13,251.68
2012,Trade Balance (In Million US$),51.40,8.30,-59.66,-367.39,-486.17,-478.77,-695.06,-522.53,-420.47,-460.01,-384.92,-384.83
2011,Merchandise Exports (f.o.b) (In Million US$),944.12,888.55,1271.63,1084.48,1097.70,1170.93,1015.15,1204.00,1120.15,1193.03,900.09,882.90
2011,Cocoa Beans (In Million US$),241.01,236.46,273.03,190.32,157.66,172.15,138.10,170.44,111.94,57.40,54.19,131.69
2011,Gold (In Million US$),378.02,313.19,460.26,388.88,413.07,455.39,355.88,462.39,492.50,462.98,384.88,345.41
2011,Timber Products (In Million US$),10.60,15.21,15.17,14.25,14.06,15.06,13.76,16.50,14.33,10.57,13.07,13.87
2011,Crude oil (In Million US$),153.44,101.52,227.33,247.83,230.74,226.12,232.78,332.67,220.22,327.02,257.67,223.32
2011,Other Exports  (In Million US$),161.05,222.17,295.84,243.21,282.17,302.21,274.63,222.00,281.16,335.06,190.28,168.61
2011,Merchandise Imports (f.o.b) (In Million US$),1131.04,959.48,1252.69,1220.63,1312.73,1471.79,1316.86,1272.55,1510.43,1408.59,1607.09,1373.86
2011,Non-Oil (In Million US$),895.47,761.87,993.62,958.09,1080.60,1105.05,1106.73,1180.38,1210.55,1140.48,1208.84,1030.65
2011,Oil & Gas (In Million US$),235.57,197.61,259.07,262.54,232.13,366.74,210.13,92.17,299.88,268.11,398.25,343.21
2011,Trade Balance (In Million US$),-186.92,-70.93,18.94,-136.15,-215.03,-300.86,-301.71,-68.55,-390.28,-215.56,-707.00,-490.96
2010,Merchandise Exports (f.o.b) (In Million US$),623.73,599.17,642.22,635.56,680.95,753.63,642.56,601.25,683.35,513.57,790.04,811.26
2010,Cocoa Beans (In Million US$),201.74,178.33,122.22,147.91,146.04,147.69,105.29,52.38,80.57,9.13,163.42,244.21
2010,Gold (In Million US$),263.05,235.81,288.14,288.50,307.62,361.72,314.26,317.35,386.69,306.04,371.12,363.21
2010,Timber Products (In Million US$),11.82,14.05,17.81,16.87,14.15,15.54,14.98,15.59,15.28,15.44,18.91,19.02
2010,Other Exports  (In Million US$),147.12,170.98,214.05,182.28,213.14,228.68,208.03,215.93,200.81,182.96,236.59,184.82
2010,Merchandise Imports (f.o.b) (In Million US$),790.20,753.86,932.68,872.56,899.51,915.28,740.91,1016.27,916.65,980.92,939.38,1011.57
2010,Non-Oil (In Million US$),618.04,585.59,752.21,660.34,685.77,768.75,643.89,806.27,758.57,761.97,772.58,872.21
2010,Oil & Gas (In Million US$),172.16,168.27,180.47,212.22,213.74,146.53,97.02,210.00,158.08,218.95,166.80,139.36
2010,Trade Balance (In Million US$),-166.47,-154.69,-290.46,-237.00,-218.56,-161.65,-98.35,-415.02,-233.30,-467.35,-149.34,-200.31
2009,Merchandise Exports (f.o.b) (In Million US$),571.44,456.93,421.83,578.77,489.14,510.92,380.25,381.26,383.62,456.02,523.44,686.08
2009,Cocoa Beans (In Million US$),179.06,122.96,161.30,185.75,141.67,120.23,52.49,46.60,38.44,40.96,147.69,185.22
2009,Gold (In Million US$),249.97,202.93,129.05,221.59,213.81,246.09,176.46,190.50,190.45,246.02,199.44,285.06
2009,Timber Products (In Million US$),11.34,14.99,12.87,11.34,14.90,12.87,15.01,18.24,17.03,15.49,15.09,14.99
2009,Other Exports  (In Million US$),131.07,116.05,118.61,160.09,118.76,131.73,136.29,125.92,137.70,153.55,161.22,200.81
2009,Merchandise Imports (f.o.b) (In Million US$),769.60,647.42,695.27,618.94,646.67,638.34,664.98,608.13,646.24,753.98,659.75,696.93
2009,Non-Oil (In Million US$),681.16,563.57,590.15,521.29,554.59,523.92,514.18,503.34,487.46,509.17,516.03,592.43
2009,Oil & Gas (In Million US$),88.44,83.85,105.12,97.65,92.08,114.42,150.80,104.79,158.78,244.81,143.72,104.50
2009,Trade Balance (In Million US$),-198.16,-190.49,-273.44,-40.17,-157.53,-127.42,-284.73,-226.87,-262.62,-297.96,-136.31,-10.85
2008,Merchandise Exports (f.o.b) (In Million US$),406.08,444.06,464.73,521.94,526.06,482.93,485.16,403.52,340.16,374.12,408.91,412.04
2008,Cocoa Beans (In Million US$),100.40,118.60,151.58,152.88,187.67,112.31,62.43,67.16,23.87,13.17,82.68,152.34
2008,Gold (In Million US$),206.44,197.94,204.54,201.10,196.38,192.75,222.86,179.36,149.64,202.47,168.19,124.58
2008,Timber Products (In Million US$),22.12,21.23,26.15,24.82,28.84,26.06,24.35,30.05,31.13,36.44,28.17,17.44
2008,Other Exports  (In Million US$),77.12,106.29,82.46,143.13,113.17,151.81,175.52,126.94,135.52,122.04,129.88,117.68
2008,Merchandise Imports (f.o.b) (In Million US$),823.96,830.71,752.73,862.01,764.06,770.05,975.49,920.14,780.05,783.86,812.95,658.34
2008,Non-Oil (In Million US$),633.58,694.60,497.21,601.91,603.17,651.54,786.81,681.45,656.94,692.91,752.75,646.43
2008,Oil & Gas (In Million US$),190.38,136.11,255.52,260.10,160.89,118.51,188.68,238.69,123.11,90.95,60.20,11.91
2008,Trade Balance (In Million US$),-417.88,-386.65,-288.00,-340.07,-238.00,-287.12,-490.33,-516.62,-439.90,-409.74,-404.04,-246.29
2007,Merchandise Exports (f.o.b) (In Million US$),358.45,331.83,351.20,339.80,383.52,378.02,325.07,334.90,321.11,305.39,425.09,368.61
2007,Cocoa Beans (In Million US$),107.32,110.38,119.83,104.93,125.81,99.01,55.25,62.71,9.42,7.60,63.93,109.48
2007,Gold (In Million US$),157.39,106.32,131.28,142.37,137.07,146.55,136.71,148.84,140.84,176.59,153.41,156.43
2007,Timber Products (In Million US$),19.32,19.12,22.17,17.17,20.64,22.70,22.62,23.03,17.52,24.16,20.58,19.95
2007,Other Exports  (In Million US$),74.42,96.01,77.92,75.33,100.00,109.76,110.49,100.32,153.33,97.04,187.17,82.75
2007,Merchandise Imports (f.o.b) (In Million US$),602.11,526.40,543.05,725.05,712.32,483.05,738.92,791.38,733.13,880.45,741.31,596.41
2007,Non-Oil (In Million US$),481.97,399.75,428.73,433.54,533.40,346.75,511.46,592.08,468.33,609.21,678.96,484.13
2007,Oil & Gas (In Million US$),120.14,126.65,114.32,291.51,178.92,136.30,227.46,199.30,264.80,271.24,62.35,112.28
2007,Trade Balance (In Million US$),-243.66,-194.57,-191.85,-385.25,-328.80,-105.03,-413.85,-456.48,-412.02,-575.06,-316.22,-227.80
2006,Merchandise Exports (f.o.b) (In Million US$),320.20,277.84,338.52,282.28,331.57,280.99,363.63,362.31,260.60,186.34,406.33,324.47
2006,Cocoa Beans (In Million US$),104.14,90.02,123.88,74.81,91.34,84.96,128.33,120.21,28.03,18.59,102.36,74.38
2006,Gold (In Million US$),100.89,85.65,107.37,100.04,121.87,98.57,106.05,125.04,98.33,100.33,122.98,110.13
2006,Timber Products (In Million US$),13.04,17.25,18.78,16.39,18.08,18.10,15.14,18.69,16.07,18.87,17.04,12.03
2006,Other Exports  (In Million US$),102.13,84.92,88.49,91.04,100.28,79.36,114.11,98.37,118.17,48.55,163.95,127.93
2006,Merchandise Imports (f.o.b) (In Million US$),476.15,550.58,497.20,420.69,527.98,573.43,551.91,679.87,484.84,490.24,640.54,630.16
2006,Non-Oil (In Million US$),389.61,395.08,408.93,334.65,385.53,422.86,398.80,496.29,436.27,435.75,507.07,496.69
2006,Oil & Gas (In Million US$),86.54,155.50,88.27,86.04,142.45,150.57,153.11,183.58,48.57,54.49,133.47,133.47
2006,Trade Balance (In Million US$),-155.95,-272.74,-158.68,-138.41,-196.41,-292.44,-188.28,-317.56,-224.24,-303.90,-234.21,-305.69
2005,Merchandise Exports (f.o.b) (In Million US$),175.86,196.09,274.81,206.11,215.04,237.97,216.90,258.11,242.23,162.66,207.80,293.51
2005,Cocoa Beans (In Million US$),70.74,119.15,97.20,64.32,94.43,74.86,61.90,62.60,15.12,17.24,37.65,103.24
2005,Gold (In Million US$),70.50,63.85,88.54,74.41,72.46,84.37,62.84,87.46,75.25,78.68,78.68,94.34
2005,Timber Products (In Million US$),13.70,15.42,21.47,21.79,20.82,19.26,20.94,19.40,19.15,19.32,19.32,16.70
2005,Other Exports  (In Million US$),20.93,-2.34,67.60,45.59,27.33,59.49,71.21,88.65,132.70,47.42,72.14,79.24
2005,Merchandise Imports (f.o.b) (In Million US$),337.27,411.24,409.47,385.40,421.71,450.32,442.22,565.26,466.77,443.41,449.41,497.33
2005,Non-Oil (In Million US$),303.92,315.97,328.94,363.49,323.63,328.16,351.86,433.40,418.90,324.80,342.38,378.11
2005,Oil & Gas (In Million US$),33.35,95.27,80.53,21.91,98.08,122.16,90.36,131.86,47.87,118.61,107.03,119.22
2005,Trade Balance (In Million US$),-161.41,-215.15,-134.66,-179.29,-206.67,-212.35,-225.32,-307.16,-224.54,-280.74,-241.61,-203.82
